NEVO-versie/Nevo-version|NEVO-code|Voedingsmiddelnaam|Food name|Ingr_NEVO-code|Ingr_Voedingsmiddel|Ingr_Food|Ingr_relatieve_hoeveelheid/Ingr_relative_amount
NEVO-Online 2021 7.0|1476|Taart schuim- m creme au beurre|Meringue w butter-cream|377|Suiker kristal-|Sugar granulated|48,1
NEVO-Online 2021 7.0|1476|Taart schuim- m creme au beurre|Meringue w butter-cream|1885|Water gem|Water av|4,7
NEVO-Online 2021 7.0|1476|Taart schuim- m creme au beurre|Meringue w butter-cream|220|Bloem tarwe- patent|Flour wheat white|1,9
NEVO-Online 2021 7.0|1476|Taart schuim- m creme au beurre|Meringue w butter-cream|198|Noten amandelen z vliesje ongezouten|Almonds blanched unsalted|13,1
NEVO-Online 2021 7.0|1476|Taart schuim- m creme au beurre|Meringue w butter-cream|358|Eiwit kippenei rauw|Egg white chicken raw|13,1
NEVO-Online 2021 7.0|1478|Vlaai kruimel- m vruchten|Flan fruit and crumble topping|220|Bloem tarwe- patent|Flour wheat white|8,5
NEVO-Online 2021 7.0|1478|Vlaai kruimel- m vruchten|Flan fruit and crumble topping|375|Suiker basterd- witte|Sugar castor white|5,3
NEVO-Online 2021 7.0|1478|Vlaai kruimel- m vruchten|Flan fruit and crumble topping|377|Suiker kristal-|Sugar granulated|4,5
NEVO-Online 2021 7.0|1478|Vlaai kruimel- m vruchten|Flan fruit and crumble topping|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|4,2
NEVO-Online 2021 7.0|1478|Vlaai kruimel- m vruchten|Flan fruit and crumble topping|1917|Vlaaibodem Limburgse|Flan bottom Limburg|24,7
NEVO-Online 2021 7.0|1478|Vlaai kruimel- m vruchten|Flan fruit and crumble topping|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|2,1
NEVO-Online 2021 7.0|1478|Vlaai kruimel- m vruchten|Flan fruit and crumble topping|170|Pruimen m schil|Plums w skin|12,7
NEVO-Online 2021 7.0|1478|Vlaai kruimel- m vruchten|Flan fruit and crumble topping|163|Kersen|Cherries|12,7
NEVO-Online 2021 7.0|1478|Vlaai kruimel- m vruchten|Flan fruit and crumble topping|147|Appel z schil gem|Apple wo skin av|12,7
NEVO-Online 2021 7.0|1478|Vlaai kruimel- m vruchten|Flan fruit and crumble topping|149|Abrikozen m schil|Apricots w skin|12,7
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|375|Suiker basterd- witte|Sugar castor white|9,8
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|163|Kersen|Cherries|9,2
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|719|Kaas room- zachte Mon Chou|Cheese cream soft Mon Chou|8,2
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|377|Suiker kristal-|Sugar granulated|7,8
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|1885|Water gem|Water av|6,3
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|310|Boter ongezouten|Butter unsalted|5,2
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|5,1
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|149|Abrikozen m schil|Apricots w skin|3,8
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|148|Aardbeien|Strawberries|3,8
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|299|Room slag- onbereid|Cream whipping unprepared|20,5
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|215|Maizena|Cornstarch|1,8
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|263|Biscuit tarwe-/volkoren-|Biscuit brown/wholemeal|16,4
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|153|Bessen rode|Redcurrants|1,1
NEVO-Online 2021 7.0|1479|Taart Mon Chou-|Cheesecake made w cream cheese|157|Bramen|Blackberries|1,1
NEVO-Online 2021 7.0|1480|Koekje PiM's sinaasappel|Biscuit Jaffa cakes/Cake PiM's|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|9,3
NEVO-Online 2021 7.0|1480|Koekje PiM's sinaasappel|Biscuit Jaffa cakes/Cake PiM's|377|Suiker kristal-|Sugar granulated|9,3
NEVO-Online 2021 7.0|1480|Koekje PiM's sinaasappel|Biscuit Jaffa cakes/Cake PiM's|220|Bloem tarwe- patent|Flour wheat white|9,3
NEVO-Online 2021 7.0|1480|Koekje PiM's sinaasappel|Biscuit Jaffa cakes/Cake PiM's|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|9,3
NEVO-Online 2021 7.0|1480|Koekje PiM's sinaasappel|Biscuit Jaffa cakes/Cake PiM's|445|Jam|Jam|44,4
NEVO-Online 2021 7.0|1480|Koekje PiM's sinaasappel|Biscuit Jaffa cakes/Cake PiM's|432|Chocolade puur|Chocolate dark|18,2
NEVO-Online 2021 7.0|1483|Stamppot boerenkool z vlees bereid|Kale curly w mashed potato wo meat prepared|1885|Water gem|Water av|6,5
NEVO-Online 2021 7.0|1483|Stamppot boerenkool z vlees bereid|Kale curly w mashed potato wo meat prepared|982|Aardappelen z schil gekookt gem|Potatoes wo skin boiled av|64,9
NEVO-Online 2021 7.0|1483|Stamppot boerenkool z vlees bereid|Kale curly w mashed potato wo meat prepared|16|Kool boeren- gekookt|Kale curly boiled|26,0
NEVO-Online 2021 7.0|1483|Stamppot boerenkool z vlees bereid|Kale curly w mashed potato wo meat prepared|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|2,6
NEVO-Online 2021 7.0|1485|Stamppot wortel/ui z vlees bereid|Hotchpotch carrots/onions wo meat prepared|982|Aardappelen z schil gekookt gem|Potatoes wo skin boiled av|43,6
NEVO-Online 2021 7.0|1485|Stamppot wortel/ui z vlees bereid|Hotchpotch carrots/onions wo meat prepared|2729|Wortel winterpeen gekookt|Carrot winter boiled|28,2
NEVO-Online 2021 7.0|1485|Stamppot wortel/ui z vlees bereid|Hotchpotch carrots/onions wo meat prepared|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|1,7
NEVO-Online 2021 7.0|1485|Stamppot wortel/ui z vlees bereid|Hotchpotch carrots/onions wo meat prepared|64|Ui gekookt|Onions boiled|13,4
NEVO-Online 2021 7.0|1485|Stamppot wortel/ui z vlees bereid|Hotchpotch carrots/onions wo meat prepared|1885|Water gem|Water av|13,1
NEVO-Online 2021 7.0|1486|Stamppot zuurkool z vlees bereid|Sauerkraut w mashed potato wo meat prep|1885|Water gem|Water av|8,3
NEVO-Online 2021 7.0|1486|Stamppot zuurkool z vlees bereid|Sauerkraut w mashed potato wo meat prep|286|Melk halfvolle|Milk semi-skimmed|8,3
NEVO-Online 2021 7.0|1486|Stamppot zuurkool z vlees bereid|Sauerkraut w mashed potato wo meat prep|982|Aardappelen z schil gekookt gem|Potatoes wo skin boiled av|55,6
NEVO-Online 2021 7.0|1486|Stamppot zuurkool z vlees bereid|Sauerkraut w mashed potato wo meat prep|74|Kool zuur- gekookt|Cabbage sauerkraut cooked|27,8
NEVO-Online 2021 7.0|1488|Kaassouffle diepvries onbereid|Pastry puff cheese filled frozen unprepared|513|Kaas Goudse 48+ gem|Cheese Gouda 48+ av|7,3
NEVO-Online 2021 7.0|1488|Kaassouffle diepvries onbereid|Pastry puff cheese filled frozen unprepared|286|Melk halfvolle|Milk semi-skimmed|67,1
NEVO-Online 2021 7.0|1488|Kaassouffle diepvries onbereid|Pastry puff cheese filled frozen unprepared|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|3,6
NEVO-Online 2021 7.0|1488|Kaassouffle diepvries onbereid|Pastry puff cheese filled frozen unprepared|220|Bloem tarwe- patent|Flour wheat white|19,9
NEVO-Online 2021 7.0|1488|Kaassouffle diepvries onbereid|Pastry puff cheese filled frozen unprepared|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|1,8
NEVO-Online 2021 7.0|1488|Kaassouffle diepvries onbereid|Pastry puff cheese filled frozen unprepared|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,3
NEVO-Online 2021 7.0|1491|Lasagne bolognese koelverse maaltijd|Lasagna bolognese ready to eat|223|Bindmiddel gem|Binding agents averaged|9,8
NEVO-Online 2021 7.0|1491|Lasagne bolognese koelverse maaltijd|Lasagna bolognese ready to eat|2757|Kaas Goudse 48+ jong belegen|Cheese Gouda 48+ age 8 wk-4 mths|5,5
NEVO-Online 2021 7.0|1491|Lasagne bolognese koelverse maaltijd|Lasagna bolognese ready to eat|64|Ui gekookt|Onions boiled|5,3
NEVO-Online 2021 7.0|1491|Lasagne bolognese koelverse maaltijd|Lasagna bolognese ready to eat|1421|Gehakt varkens- rauw|Minced pork raw|29,1
NEVO-Online 2021 7.0|1491|Lasagne bolognese koelverse maaltijd|Lasagna bolognese ready to eat|5041|Olie plantaardig gem|Oil vegetable av|2,2
NEVO-Online 2021 7.0|1491|Lasagne bolognese koelverse maaltijd|Lasagna bolognese ready to eat|2729|Wortel winterpeen gekookt|Carrot winter boiled|2,2
NEVO-Online 2021 7.0|1491|Lasagne bolognese koelverse maaltijd|Lasagna bolognese ready to eat|61|Tomaat gewoon gekookt|Tomatoes classic round boiled|18,5
NEVO-Online 2021 7.0|1491|Lasagne bolognese koelverse maaltijd|Lasagna bolognese ready to eat|2418|Saus warm vloeibaar kant-en-klaar <12% vet|Sauce hot liquid ready made <12% fat|16,3
NEVO-Online 2021 7.0|1491|Lasagne bolognese koelverse maaltijd|Lasagna bolognese ready to eat|659|Pasta witte gem gekookt|Pasta white av boiled|10,8
NEVO-Online 2021 7.0|1491|Lasagne bolognese koelverse maaltijd|Lasagna bolognese ready to eat|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,3
NEVO-Online 2021 7.0|1492|Jus gem ongebonden bereid z juspoeder|Gravy average clear prep wo gravy instant powder|2462|Jus 5% vet ongebonden bereid z juspoeder|Gravy 5% fat clear prep wo gravy instant powder|25,0
NEVO-Online 2021 7.0|1492|Jus gem ongebonden bereid z juspoeder|Gravy average clear prep wo gravy instant powder|2588|Jus 25% vet ongebonden bereid z juspoeder|Gravy 25% fat clear prep wo gravy instant powder|25,0
NEVO-Online 2021 7.0|1492|Jus gem ongebonden bereid z juspoeder|Gravy average clear prep wo gravy instant powder|2459|Jus 50% vet ongebonden bereid z juspoeder|Gravy 50% fat clear prep wo gravy instant powder|25,0
NEVO-Online 2021 7.0|1492|Jus gem ongebonden bereid z juspoeder|Gravy average clear prep wo gravy instant powder|2460|Jus 75% vet ongebonden bereid z juspoeder|Gravy 75% fat clear prep wo gravy instant powder|25,0
NEVO-Online 2021 7.0|1493|Taart hartige v brooddeeg m groente/kaas/ei|Tart w bread base w veg/egg/cheese|286|Melk halfvolle|Milk semi-skimmed|9,0
NEVO-Online 2021 7.0|1493|Taart hartige v brooddeeg m groente/kaas/ei|Tart w bread base w veg/egg/cheese|1914|Brooddeeg (bodem voor pizza/hartige taart) onbereid|Dough for pizza and savoury pie unprepared|32,3
NEVO-Online 2021 7.0|1493|Taart hartige v brooddeeg m groente/kaas/ei|Tart w bread base w veg/egg/cheese|1904|Groenten gekookt gem|Vegetables av boiled|26,9
NEVO-Online 2021 7.0|1493|Taart hartige v brooddeeg m groente/kaas/ei|Tart w bread base w veg/egg/cheese|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|17,9
NEVO-Online 2021 7.0|1493|Taart hartige v brooddeeg m groente/kaas/ei|Tart w bread base w veg/egg/cheese|513|Kaas Goudse 48+ gem|Cheese Gouda 48+ av|13,4
NEVO-Online 2021 7.0|1493|Taart hartige v brooddeeg m groente/kaas/ei|Tart w bread base w veg/egg/cheese|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,5
NEVO-Online 2021 7.0|1496|Salade vis- lunch/borrel|Salad fish|3231|Salade tonijn- lunch/borrel|Salad tuna|30,0
NEVO-Online 2021 7.0|1496|Salade vis- lunch/borrel|Salad fish|3230|Salade zalm- lunch/borrel|Salad salmon|30,0
NEVO-Online 2021 7.0|1496|Salade vis- lunch/borrel|Salad fish|3233|Salade garnalen- lunch/borrel|Salad shrimp|20,0
NEVO-Online 2021 7.0|1496|Salade vis- lunch/borrel|Salad fish|3232|Salade krab- lunch/borrel|Salad crab|20,0
NEVO-Online 2021 7.0|1497|Salade ham-prei- lunch/borrel|Salad ham and leek|377|Suiker kristal-|Sugar granulated|4,9
NEVO-Online 2021 7.0|1497|Salade ham-prei- lunch/borrel|Salad ham and leek|37|Prei gekookt|Leek boiled|34,3
NEVO-Online 2021 7.0|1497|Salade ham-prei- lunch/borrel|Salad ham and leek|451|Mayonaise|Mayonnaise|29,4
NEVO-Online 2021 7.0|1497|Salade ham-prei- lunch/borrel|Salad ham and leek|1885|Water gem|Water av|19,6
NEVO-Online 2021 7.0|1497|Salade ham-prei- lunch/borrel|Salad ham and leek|784|Ham achter-|Ham lean boiled|11,8
NEVO-Online 2021 7.0|1498|Salade kip-kerrie- lunch/borrel|Salad chicken curry|377|Suiker kristal-|Sugar granulated|8,0
NEVO-Online 2021 7.0|1498|Salade kip-kerrie- lunch/borrel|Salad chicken curry|1885|Water gem|Water av|37,0
NEVO-Online 2021 7.0|1498|Salade kip-kerrie- lunch/borrel|Salad chicken curry|451|Mayonaise|Mayonnaise|30,0
NEVO-Online 2021 7.0|1498|Salade kip-kerrie- lunch/borrel|Salad chicken curry|108|Kip m vel rauw|Chicken w skin raw|25,0
NEVO-Online 2021 7.0|1499|Salade ei- lunch/borrel|Salad egg|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|80,0
NEVO-Online 2021 7.0|1499|Salade ei- lunch/borrel|Salad egg|451|Mayonaise|Mayonnaise|20,0
NEVO-Online 2021 7.0|1502|Yoghurt halfvolle|Yoghurt half fat|301|Yoghurt magere|Yoghurt low fat|53,0
NEVO-Online 2021 7.0|1502|Yoghurt halfvolle|Yoghurt half fat|278|Yoghurt volle|Yoghurt full fat|47,0
NEVO-Online 2021 7.0|1506|Soesje kaas-|Eclair cheese cream filled|513|Kaas Goudse 48+ gem|Cheese Gouda 48+ av|9,8
NEVO-Online 2021 7.0|1506|Soesje kaas-|Eclair cheese cream filled|1885|Water gem|Water av|9,8
NEVO-Online 2021 7.0|1506|Soesje kaas-|Eclair cheese cream filled|1915|Soes ongevuld|Eclair wo filling|60,9
NEVO-Online 2021 7.0|1506|Soesje kaas-|Eclair cheese cream filled|310|Boter ongezouten|Butter unsalted|19,6
NEVO-Online 2021 7.0|1507|Borstplaat room-|Fondant cream|375|Suiker basterd- witte|Sugar castor white|78,9
NEVO-Online 2021 7.0|1507|Borstplaat room-|Fondant cream|299|Room slag- onbereid|Cream whipping unprepared|5,3
NEVO-Online 2021 7.0|1507|Borstplaat room-|Fondant cream|293|Room koffie-|Coffee creamer|5,3
NEVO-Online 2021 7.0|1507|Borstplaat room-|Fondant cream|286|Melk halfvolle|Milk semi-skimmed|10,5
NEVO-Online 2021 7.0|1509|Mueslireep m chocolade|Muesli bar w chocolate|2239|Mueslireep|Muesli bar|80,0
NEVO-Online 2021 7.0|1509|Mueslireep m chocolade|Muesli bar w chocolate|431|Chocolade melk-|Chocolate milk|10,0
NEVO-Online 2021 7.0|1509|Mueslireep m chocolade|Muesli bar w chocolate|432|Chocolade puur|Chocolate dark|10,0
NEVO-Online 2021 7.0|1511|Hamburger vegetarisch onbereid|Hamburger vegetarian unprep|868|Meel soja- ontvet|Flour soya defatted|60,0
NEVO-Online 2021 7.0|1511|Hamburger vegetarisch onbereid|Hamburger vegetarian unprep|358|Eiwit kippenei rauw|Egg white chicken raw|30,0
NEVO-Online 2021 7.0|1511|Hamburger vegetarisch onbereid|Hamburger vegetarian unprep|5041|Olie plantaardig gem|Oil vegetable av|10,0
NEVO-Online 2021 7.0|1512|Schnitzel vegetarisch onbereid|Schnitzel vegetarian unprep|5041|Olie plantaardig gem|Oil vegetable av|5,1
NEVO-Online 2021 7.0|1512|Schnitzel vegetarisch onbereid|Schnitzel vegetarian unprep|317|Olie zonnebloem-|Oil sunflower seed|5,1
NEVO-Online 2021 7.0|1512|Schnitzel vegetarisch onbereid|Schnitzel vegetarian unprep|1885|Water gem|Water av|30,3
NEVO-Online 2021 7.0|1512|Schnitzel vegetarisch onbereid|Schnitzel vegetarian unprep|868|Meel soja- ontvet|Flour soya defatted|20,2
NEVO-Online 2021 7.0|1512|Schnitzel vegetarisch onbereid|Schnitzel vegetarian unprep|358|Eiwit kippenei rauw|Egg white chicken raw|20,2
NEVO-Online 2021 7.0|1512|Schnitzel vegetarisch onbereid|Schnitzel vegetarian unprep|220|Bloem tarwe- patent|Flour wheat white|19,2
NEVO-Online 2021 7.0|1515|Saus op basis roux bereid|Sauce based on roux prepared|286|Melk halfvolle|Milk semi-skimmed|55,4
NEVO-Online 2021 7.0|1515|Saus op basis roux bereid|Sauce based on roux prepared|220|Bloem tarwe- patent|Flour wheat white|5,5
NEVO-Online 2021 7.0|1515|Saus op basis roux bereid|Sauce based on roux prepared|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|5,5
NEVO-Online 2021 7.0|1515|Saus op basis roux bereid|Sauce based on roux prepared|1885|Water gem|Water av|33,3
NEVO-Online 2021 7.0|1515|Saus op basis roux bereid|Sauce based on roux prepared|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,2
NEVO-Online 2021 7.0|1516|Saus op basis groentenat/melk bereid z vet|Saus op basis groentenat/melk bereid z vet|286|Melk halfvolle|Milk semi-skimmed|59,0
NEVO-Online 2021 7.0|1516|Saus op basis groentenat/melk bereid z vet|Saus op basis groentenat/melk bereid z vet|215|Maizena|Cornstarch|3,8
NEVO-Online 2021 7.0|1516|Saus op basis groentenat/melk bereid z vet|Saus op basis groentenat/melk bereid z vet|1885|Water gem|Water av|35,4
NEVO-Online 2021 7.0|1516|Saus op basis groentenat/melk bereid z vet|Saus op basis groentenat/melk bereid z vet|220|Bloem tarwe- patent|Flour wheat white|1,7
NEVO-Online 2021 7.0|1516|Saus op basis groentenat/melk bereid z vet|Saus op basis groentenat/melk bereid z vet|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,2
NEVO-Online 2021 7.0|1524|Saus tomaten- kant-en-klaar glas|Sauce tomato ready made jar|2293|Tomaat in blik|Tomatoes tinned|95,1
NEVO-Online 2021 7.0|1524|Saus tomaten- kant-en-klaar glas|Sauce tomato ready made jar|601|Olie olijf-|Oil olive|2,9
NEVO-Online 2021 7.0|1524|Saus tomaten- kant-en-klaar glas|Sauce tomato ready made jar|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|2,0
NEVO-Online 2021 7.0|1528|Bouillon v blokje bereid|Stock from cube prepared|1885|Water gem|Water av|98,0
NEVO-Online 2021 7.0|1528|Bouillon v blokje bereid|Stock from cube prepared|429|Bouillonblokje|Stock cube|2,0
NEVO-Online 2021 7.0|1531|Stamppot rauwe andijvie z vlees bereid|Endive raw w mashed potatoes wo meat prepared|982|Aardappelen z schil gekookt gem|Potatoes wo skin boiled av|69,4
NEVO-Online 2021 7.0|1531|Stamppot rauwe andijvie z vlees bereid|Endive raw w mashed potatoes wo meat prepared|286|Melk halfvolle|Milk semi-skimmed|6,9
NEVO-Online 2021 7.0|1531|Stamppot rauwe andijvie z vlees bereid|Endive raw w mashed potatoes wo meat prepared|7|Andijvie rauw|Endive raw|23,6
NEVO-Online 2021 7.0|1533|Taart hartige v bladerdeeg m groente/kaas/ei|Quiche w vegetables/cheese/egg|1904|Groenten gekookt gem|Vegetables av boiled|30,1
NEVO-Online 2021 7.0|1533|Taart hartige v bladerdeeg m groente/kaas/ei|Quiche w vegetables/cheese/egg|265|Bladerdeeg z roomboter, bereid|Puff pastry wo butter baked|24,1
NEVO-Online 2021 7.0|1533|Taart hartige v bladerdeeg m groente/kaas/ei|Quiche w vegetables/cheese/egg|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|20,1
NEVO-Online 2021 7.0|1533|Taart hartige v bladerdeeg m groente/kaas/ei|Quiche w vegetables/cheese/egg|513|Kaas Goudse 48+ gem|Cheese Gouda 48+ av|15,1
NEVO-Online 2021 7.0|1533|Taart hartige v bladerdeeg m groente/kaas/ei|Quiche w vegetables/cheese/egg|286|Melk halfvolle|Milk semi-skimmed|10,0
NEVO-Online 2021 7.0|1533|Taart hartige v bladerdeeg m groente/kaas/ei|Quiche w vegetables/cheese/egg|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,6
NEVO-Online 2021 7.0|1568|Gehaktbal hoh m ei gebakken|Gehaktbal hoh m ei gebakken|1326|Gehakt hoh rul gebakken|Minced beef/pork shallow fried|82,8
NEVO-Online 2021 7.0|1568|Gehaktbal hoh m ei gebakken|Gehaktbal hoh m ei gebakken|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|5,7
NEVO-Online 2021 7.0|1568|Gehaktbal hoh m ei gebakken|Gehaktbal hoh m ei gebakken|236|Brood tarwe-|Bread brown wheat|11,5
NEVO-Online 2021 7.0|1595|Chili con carne|Chilli con carne bean dish|32|Paprika groene gekookt|Sweet pepper green boiled|7,3
NEVO-Online 2021 7.0|1595|Chili con carne|Chilli con carne bean dish|660|Bonen bruine blik/glas|Beans brown canned|46,5
NEVO-Online 2021 7.0|1595|Chili con carne|Chilli con carne bean dish|141|Puree tomaten- geconcentreerd blik|Tomato puree concentrated tinned|4,3
NEVO-Online 2021 7.0|1595|Chili con carne|Chilli con carne bean dish|64|Ui gekookt|Onions boiled|14,3
NEVO-Online 2021 7.0|1595|Chili con carne|Chilli con carne bean dish|1405|Gehakt runder- rauw|Minced beef raw|12,4
NEVO-Online 2021 7.0|1595|Chili con carne|Chilli con carne bean dish|1421|Gehakt varkens- rauw|Minced pork raw|12,4
NEVO-Online 2021 7.0|1595|Chili con carne|Chilli con carne bean dish|2562|Bak- en braadvet vlb 97% vet <17g verz vetz ongezouten|Cooking fat liq 97% fat <17g sat fa unsalted|0,9
NEVO-Online 2021 7.0|1595|Chili con carne|Chilli con carne bean dish|313|Olie soja-|Oil soy|0,9
NEVO-Online 2021 7.0|1595|Chili con carne|Chilli con carne bean dish|462|Ketchup tomaten-|Ketchup tomato|0,8
NEVO-Online 2021 7.0|1601|Gehaktbal runder- z ei gebakken|Minced beef ball prepared wo egg|1540|Gehakt runder- rul gebakken|Minced beef shallow fried|82,8
NEVO-Online 2021 7.0|1601|Gehaktbal runder- z ei gebakken|Minced beef ball prepared wo egg|286|Melk halfvolle|Milk semi-skimmed|5,7
NEVO-Online 2021 7.0|1601|Gehaktbal runder- z ei gebakken|Minced beef ball prepared wo egg|236|Brood tarwe-|Bread brown wheat|11,5
NEVO-Online 2021 7.0|1663|Rundvlees <5 g vet rauw gem|Beef <5% fat raw av|1410|Runderrosbief rauw|Beef roast raw|8,9
NEVO-Online 2021 7.0|1663|Rundvlees <5 g vet rauw gem|Beef <5% fat raw av|1401|Runderbiefstuk v de haas rauw|Beef tenderloin steak raw|8,7
NEVO-Online 2021 7.0|1663|Rundvlees <5 g vet rauw gem|Beef <5% fat raw av|1400|Runderbiefstuk rauw|Beef rump steak raw|52,2
NEVO-Online 2021 7.0|1663|Rundvlees <5 g vet rauw gem|Beef <5% fat raw av|1409|Runderrollade rauw|Beef sirloin rolled raw|4,3
NEVO-Online 2021 7.0|1663|Rundvlees <5 g vet rauw gem|Beef <5% fat raw av|1404|Runderbaklappen rauw|Beef frying steak raw|24,3
NEVO-Online 2021 7.0|1663|Rundvlees <5 g vet rauw gem|Beef <5% fat raw av|1408|Runderpoulet rauw|Beef stewing meat raw|1,6
NEVO-Online 2021 7.0|1664|Rundvlees >5 g vet rauw gem|Beef >5% fat raw av|1415|Rundertartaar rauw|Beef steak tartare raw|8,1
NEVO-Online 2021 7.0|1664|Rundvlees >5 g vet rauw gem|Beef >5% fat raw av|3030|Runderbraadworst rauw|Sausage beef Braadworst raw|6,3
NEVO-Online 2021 7.0|1664|Rundvlees >5 g vet rauw gem|Beef >5% fat raw av|1414|Rundersukadelappen rauw|Beef stewing steak raw|4,6
NEVO-Online 2021 7.0|1664|Rundvlees >5 g vet rauw gem|Beef >5% fat raw av|2339|Vink runder- rauw|Beef olives raw|4,3
NEVO-Online 2021 7.0|1664|Rundvlees >5 g vet rauw gem|Beef >5% fat raw av|1405|Gehakt runder- rauw|Minced beef raw|40,4
NEVO-Online 2021 7.0|1664|Rundvlees >5 g vet rauw gem|Beef >5% fat raw av|1435|Hamburger rauw|Hamburger raw|29,6
NEVO-Online 2021 7.0|1664|Rundvlees >5 g vet rauw gem|Beef >5% fat raw av|1412|Runderriblappen rauw|Beef rib steak raw|2,8
NEVO-Online 2021 7.0|1664|Rundvlees >5 g vet rauw gem|Beef >5% fat raw av|1402|Runderentrecote rauw|Beef prime rib raw|1,9
NEVO-Online 2021 7.0|1664|Rundvlees >5 g vet rauw gem|Beef >5% fat raw av|1413|Runder doorregen lappen rauw|Beef streaked/marbled raw|1,3
NEVO-Online 2021 7.0|1664|Rundvlees >5 g vet rauw gem|Beef >5% fat raw av|3033|Runder T-bone steak rauw|Beef T-bone steak raw|0,5
NEVO-Online 2021 7.0|1664|Rundvlees >5 g vet rauw gem|Beef >5% fat raw av|1406|Runderklapstuk rauw|Beef rib raw|0,3
NEVO-Online 2021 7.0|1665|Rundvlees <10 g vet bereid gem|Beef <10% fat prepared av|1549|Rundersukadelappen bereid|Beef stewing steak prepared|9,9
NEVO-Online 2021 7.0|1665|Rundvlees <10 g vet bereid gem|Beef <10% fat prepared av|1545|Runderrosbief bereid|Beef roast prepared|6,4
NEVO-Online 2021 7.0|1665|Rundvlees <10 g vet bereid gem|Beef <10% fat prepared av|1538|Runderentrecote bereid|Beef prime rib prepared|4,1
NEVO-Online 2021 7.0|1665|Rundvlees <10 g vet bereid gem|Beef <10% fat prepared av|1536|Runderbiefstuk bereid|Beef rump steak prepared|37,8
NEVO-Online 2021 7.0|1665|Rundvlees <10 g vet bereid gem|Beef <10% fat prepared av|1544|Runderrollade gebakken|Beef rolled prepared|3,1
NEVO-Online 2021 7.0|1665|Rundvlees <10 g vet bereid gem|Beef <10% fat prepared av|1548|Runder doorregen lappen bereid|Beef streaked/marbled prepared|2,8
NEVO-Online 2021 7.0|1665|Rundvlees <10 g vet bereid gem|Beef <10% fat prepared av|1550|Rundertartaar bereid|Beef steak tartare prepared|17,7
NEVO-Online 2021 7.0|1665|Rundvlees <10 g vet bereid gem|Beef <10% fat prepared av|1539|Runderbaklappen bereid|Beef frying steak prepared|17,5
NEVO-Online 2021 7.0|1665|Rundvlees <10 g vet bereid gem|Beef <10% fat prepared av|1541|Runderklapstuk bereid|Beef rib prepared|0,6
NEVO-Online 2021 7.0|1666|Rundvlees >10 g vet bereid gem|Beef >10% fat prepared av|2901|Runderbraadworst gebakken|Sausage beef Braadworst prepared|7,2
NEVO-Online 2021 7.0|1666|Rundvlees >10 g vet bereid gem|Beef >10% fat prepared av|2903|Vink runder- gebakken|Beef olives prepared|4,9
NEVO-Online 2021 7.0|1666|Rundvlees >10 g vet bereid gem|Beef >10% fat prepared av|2301|Worst rook- runder gekookt|Sausage smoked beef cooked|3,7
