NEVO-versie/Nevo-version|NEVO-code|Voedingsmiddelnaam|Food name|Ingr_NEVO-code|Ingr_Voedingsmiddel|Ingr_Food|Ingr_relatieve_hoeveelheid/Ingr_relative_amount
NEVO-Online 2021 7.0|3212|Brood volkoren- grof m zonnebloempitten|Bread wholemeal coarse w sunflower seeds|872|Zonnebloempitten|Sunflower seeds|11,9
NEVO-Online 2021 7.0|3213|Brood volkoren- grof m pompoenpitten|Bread wholemeal coarse w pumpkin seeds|2782|Brood volkoren- grof|Bread wholemeal coarse|88,1
NEVO-Online 2021 7.0|3213|Brood volkoren- grof m pompoenpitten|Bread wholemeal coarse w pumpkin seeds|2806|Pompoenpitten|Pumpkin seeds|11,9
NEVO-Online 2021 7.0|3218|Vruchtendrank appelnectar|Fruit juice drink apple nectar|383|Sap appel-|Juice apple|50,0
NEVO-Online 2021 7.0|3218|Vruchtendrank appelnectar|Fruit juice drink apple nectar|1885|Water gem|Water av|46,5
NEVO-Online 2021 7.0|3218|Vruchtendrank appelnectar|Fruit juice drink apple nectar|377|Suiker kristal-|Sugar granulated|3,5
NEVO-Online 2021 7.0|3222|Pesto rode|Pesto red|1809|Kaas 45+|Cheese 45+|8,8
NEVO-Online 2021 7.0|3222|Pesto rode|Pesto red|141|Puree tomaten- geconcentreerd blik|Tomato puree concentrated tinned|30,8
NEVO-Online 2021 7.0|3222|Pesto rode|Pesto red|317|Olie zonnebloem-|Oil sunflower seed|27,7
NEVO-Online 2021 7.0|3222|Pesto rode|Pesto red|2177|Basilicum vers|Basil fresh|1,8
NEVO-Online 2021 7.0|3222|Pesto rode|Pesto red|199|Noten cashew- ongezouten|Cashew nuts unsalted|1,8
NEVO-Online 2021 7.0|3222|Pesto rode|Pesto red|601|Olie olijf-|Oil olive|1,8
NEVO-Online 2021 7.0|3222|Pesto rode|Pesto red|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|1,8
NEVO-Online 2021 7.0|3222|Pesto rode|Pesto red|2498|Tomaat gezeefd pak|Tomato sieved pack|12,5
NEVO-Online 2021 7.0|3222|Pesto rode|Pesto red|2377|Tomaat gedroogd in olie blik/glas, uitgelekt|Tomatoes dried in oil tin/glass, drained|12,5
NEVO-Online 2021 7.0|3222|Pesto rode|Pesto red|830|Knoflook rauw|Garlic raw|0,3
NEVO-Online 2021 7.0|3222|Pesto rode|Pesto red|2176|Pijnboompitten|Pine nuts|0,3
NEVO-Online 2021 7.0|3224|Groente roerbak- Hollandse gekookt|Vegetables for stir-frying Dutch cooked|966|Courgette gekookt|Courgettes boiled|6,9
NEVO-Online 2021 7.0|3224|Groente roerbak- Hollandse gekookt|Vegetables for stir-frying Dutch cooked|15|Kool bloem- gekookt|Cauliflower boiled|6,9
NEVO-Online 2021 7.0|3224|Groente roerbak- Hollandse gekookt|Vegetables for stir-frying Dutch cooked|13|Selderij bleek- gekookt|Celery boiled|5,9
NEVO-Online 2021 7.0|3224|Groente roerbak- Hollandse gekookt|Vegetables for stir-frying Dutch cooked|885|Paprika rode gekookt|Sweet pepper red boiled|5,0
NEVO-Online 2021 7.0|3224|Groente roerbak- Hollandse gekookt|Vegetables for stir-frying Dutch cooked|951|Bonen sperzie- gekookt|Beans French boiled|3,0
NEVO-Online 2021 7.0|3224|Groente roerbak- Hollandse gekookt|Vegetables for stir-frying Dutch cooked|920|Broccoli gekookt|Broccoli boiled|18,8
NEVO-Online 2021 7.0|3224|Groente roerbak- Hollandse gekookt|Vegetables for stir-frying Dutch cooked|37|Prei gekookt|Leek boiled|15,8
NEVO-Online 2021 7.0|3224|Groente roerbak- Hollandse gekookt|Vegetables for stir-frying Dutch cooked|72|Wortel gekookt gem|Carrot boiled av|15,8
NEVO-Online 2021 7.0|3224|Groente roerbak- Hollandse gekookt|Vegetables for stir-frying Dutch cooked|64|Ui gekookt|Onions boiled|10,9
NEVO-Online 2021 7.0|3224|Groente roerbak- Hollandse gekookt|Vegetables for stir-frying Dutch cooked|2741|Paprika gele gekookt|Sweet pepper yellow boiled|10,9
NEVO-Online 2021 7.0|3225|Groente roerbak- Italiaanse gekookt|Vegetables for stir-frying Italian cooked|920|Broccoli gekookt|Broccoli boiled|4,0
NEVO-Online 2021 7.0|3225|Groente roerbak- Italiaanse gekookt|Vegetables for stir-frying Italian cooked|2743|Paprika gekookt gem|Sweet pepper av boiled|4,0
NEVO-Online 2021 7.0|3225|Groente roerbak- Italiaanse gekookt|Vegetables for stir-frying Italian cooked|37|Prei gekookt|Leek boiled|25,7
NEVO-Online 2021 7.0|3225|Groente roerbak- Italiaanse gekookt|Vegetables for stir-frying Italian cooked|64|Ui gekookt|Onions boiled|17,8
NEVO-Online 2021 7.0|3225|Groente roerbak- Italiaanse gekookt|Vegetables for stir-frying Italian cooked|966|Courgette gekookt|Courgettes boiled|16,8
NEVO-Online 2021 7.0|3225|Groente roerbak- Italiaanse gekookt|Vegetables for stir-frying Italian cooked|72|Wortel gekookt gem|Carrot boiled av|16,8
NEVO-Online 2021 7.0|3225|Groente roerbak- Italiaanse gekookt|Vegetables for stir-frying Italian cooked|885|Paprika rode gekookt|Sweet pepper red boiled|13,9
NEVO-Online 2021 7.0|3225|Groente roerbak- Italiaanse gekookt|Vegetables for stir-frying Italian cooked|32|Paprika groene gekookt|Sweet pepper green boiled|1,0
NEVO-Online 2021 7.0|3226|Groente roerbak- oosterse gekookt|Vegetables for stir-frying oriental cooked|32|Paprika groene gekookt|Sweet pepper green boiled|9,1
NEVO-Online 2021 7.0|3226|Groente roerbak- oosterse gekookt|Vegetables for stir-frying oriental cooked|885|Paprika rode gekookt|Sweet pepper red boiled|8,1
NEVO-Online 2021 7.0|3226|Groente roerbak- oosterse gekookt|Vegetables for stir-frying oriental cooked|54|Kool spits- gekookt|Cabbage oxheart boiled|7,1
NEVO-Online 2021 7.0|3226|Groente roerbak- oosterse gekookt|Vegetables for stir-frying oriental cooked|72|Wortel gekookt gem|Carrot boiled av|5,1
NEVO-Online 2021 7.0|3226|Groente roerbak- oosterse gekookt|Vegetables for stir-frying oriental cooked|951|Bonen sperzie- gekookt|Beans French boiled|3,0
NEVO-Online 2021 7.0|3226|Groente roerbak- oosterse gekookt|Vegetables for stir-frying oriental cooked|70|Kool witte gekookt|Cabbage white cooked|25,3
NEVO-Online 2021 7.0|3226|Groente roerbak- oosterse gekookt|Vegetables for stir-frying oriental cooked|37|Prei gekookt|Leek boiled|21,2
NEVO-Online 2021 7.0|3226|Groente roerbak- oosterse gekookt|Vegetables for stir-frying oriental cooked|64|Ui gekookt|Onions boiled|10,1
NEVO-Online 2021 7.0|3226|Groente roerbak- oosterse gekookt|Vegetables for stir-frying oriental cooked|59|Tauge gekookt|Bean sprouts boiled|10,1
NEVO-Online 2021 7.0|3226|Groente roerbak- oosterse gekookt|Vegetables for stir-frying oriental cooked|2524|Peper Spaanse rauw|Chili pepper raw|1,0
NEVO-Online 2021 7.0|3228|Noodles instant bereid|Noodles instant prepared|659|Pasta witte gem gekookt|Pasta white av boiled|82,5
NEVO-Online 2021 7.0|3228|Noodles instant bereid|Noodles instant prepared|2671|Mix voor nasi/bami onbereid|Mix spice and herbs rice/Chinese noodles unprepared|7,0
NEVO-Online 2021 7.0|3228|Noodles instant bereid|Noodles instant prepared|5041|Olie plantaardig gem|Oil vegetable av|10,0
NEVO-Online 2021 7.0|3228|Noodles instant bereid|Noodles instant prepared|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,5
NEVO-Online 2021 7.0|3229|Salade kip-sate- lunch/borrel|Salad chicken satay|204|Pinda's ongezouten|Peanuts unsalted|8,5
NEVO-Online 2021 7.0|3229|Salade kip-sate- lunch/borrel|Salad chicken satay|616|Saus sate- kant-en-klaar bereid|Peanut sauce ready to eat|8,0
NEVO-Online 2021 7.0|3229|Salade kip-sate- lunch/borrel|Salad chicken satay|226|Meel aardappelzetmeel|Starch, potato|2,5
NEVO-Online 2021 7.0|3229|Salade kip-sate- lunch/borrel|Salad chicken satay|1392|Kipfilet bereid|Chicken fillet prepared|23,4
NEVO-Online 2021 7.0|3229|Salade kip-sate- lunch/borrel|Salad chicken satay|2615|Azijn|Vinegar|2,0
NEVO-Online 2021 7.0|3229|Salade kip-sate- lunch/borrel|Salad chicken satay|1885|Water gem|Water av|18,6
NEVO-Online 2021 7.0|3229|Salade kip-sate- lunch/borrel|Salad chicken satay|70|Kool witte gekookt|Cabbage white cooked|14,0
NEVO-Online 2021 7.0|3229|Salade kip-sate- lunch/borrel|Salad chicken satay|5041|Olie plantaardig gem|Oil vegetable av|11,0
NEVO-Online 2021 7.0|3229|Salade kip-sate- lunch/borrel|Salad chicken satay|377|Suiker kristal-|Sugar granulated|11,0
NEVO-Online 2021 7.0|3229|Salade kip-sate- lunch/borrel|Salad chicken satay|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|1,0
NEVO-Online 2021 7.0|3230|Salade zalm- lunch/borrel|Salad salmon|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|8,0
NEVO-Online 2021 7.0|3230|Salade zalm- lunch/borrel|Salad salmon|1096|Zalm gerookt|Salmon smoked|6,8
NEVO-Online 2021 7.0|3230|Salade zalm- lunch/borrel|Salad salmon|141|Puree tomaten- geconcentreerd blik|Tomato puree concentrated tinned|3,0
NEVO-Online 2021 7.0|3230|Salade zalm- lunch/borrel|Salad salmon|377|Suiker kristal-|Sugar granulated|2,8
NEVO-Online 2021 7.0|3230|Salade zalm- lunch/borrel|Salad salmon|1610|Zalm kweek- bereid in magnetron z toev|Salmon farmed prep in microwave oven no ingredients added|27,0
NEVO-Online 2021 7.0|3230|Salade zalm- lunch/borrel|Salad salmon|5041|Olie plantaardig gem|Oil vegetable av|25,8
NEVO-Online 2021 7.0|3230|Salade zalm- lunch/borrel|Salad salmon|226|Meel aardappelzetmeel|Starch, potato|2,4
NEVO-Online 2021 7.0|3230|Salade zalm- lunch/borrel|Salad salmon|1885|Water gem|Water av|22,9
NEVO-Online 2021 7.0|3230|Salade zalm- lunch/borrel|Salad salmon|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|1,3
NEVO-Online 2021 7.0|3231|Salade tonijn- lunch/borrel|Salad tuna|131|Augurk zuur|Gherkins sour pickled|9,0
NEVO-Online 2021 7.0|3231|Salade tonijn- lunch/borrel|Salad tuna|3070|Tonijn bereid z vet|Tuna prepared wo fat|41,0
NEVO-Online 2021 7.0|3231|Salade tonijn- lunch/borrel|Salad tuna|377|Suiker kristal-|Sugar granulated|4,0
NEVO-Online 2021 7.0|3231|Salade tonijn- lunch/borrel|Salad tuna|226|Meel aardappelzetmeel|Starch, potato|3,0
NEVO-Online 2021 7.0|3231|Salade tonijn- lunch/borrel|Salad tuna|3449|Olie koolzaad-/raapzaad-|Oil rapeseed|23,0
NEVO-Online 2021 7.0|3231|Salade tonijn- lunch/borrel|Salad tuna|86|Eidooier kippen- gekookt|Egg yolk chicken boiled|2,0
NEVO-Online 2021 7.0|3231|Salade tonijn- lunch/borrel|Salad tuna|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|2,0
NEVO-Online 2021 7.0|3231|Salade tonijn- lunch/borrel|Salad tuna|141|Puree tomaten- geconcentreerd blik|Tomato puree concentrated tinned|2,0
NEVO-Online 2021 7.0|3231|Salade tonijn- lunch/borrel|Salad tuna|1885|Water gem|Water av|13,0
NEVO-Online 2021 7.0|3231|Salade tonijn- lunch/borrel|Salad tuna|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|1,0
NEVO-Online 2021 7.0|3232|Salade krab- lunch/borrel|Salad crab|351|Krab in water blik|Crab in water tinned|9,8
NEVO-Online 2021 7.0|3232|Salade krab- lunch/borrel|Salad crab|919|Koolvis (Atlantisch) gekookt|Pollock (Atlantic) boiled|4,0
NEVO-Online 2021 7.0|3232|Salade krab- lunch/borrel|Salad crab|377|Suiker kristal-|Sugar granulated|4,0
NEVO-Online 2021 7.0|3232|Salade krab- lunch/borrel|Salad crab|141|Puree tomaten- geconcentreerd blik|Tomato puree concentrated tinned|3,0
NEVO-Online 2021 7.0|3232|Salade krab- lunch/borrel|Salad crab|215|Maizena|Cornstarch|3,0
NEVO-Online 2021 7.0|3232|Salade krab- lunch/borrel|Salad crab|3252|Surimi|Surimi|26,5
NEVO-Online 2021 7.0|3232|Salade krab- lunch/borrel|Salad crab|86|Eidooier kippen- gekookt|Egg yolk chicken boiled|2,5
NEVO-Online 2021 7.0|3232|Salade krab- lunch/borrel|Salad crab|1885|Water gem|Water av|24,4
NEVO-Online 2021 7.0|3232|Salade krab- lunch/borrel|Salad crab|3449|Olie koolzaad-/raapzaad-|Oil rapeseed|22,0
NEVO-Online 2021 7.0|3232|Salade krab- lunch/borrel|Salad crab|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,8
NEVO-Online 2021 7.0|3233|Salade garnalen- lunch/borrel|Salad shrimp|215|Maizena|Cornstarch|5,9
NEVO-Online 2021 7.0|3233|Salade garnalen- lunch/borrel|Salad shrimp|1808|Creme fraiche|Creme fraiche|5,9
NEVO-Online 2021 7.0|3233|Salade garnalen- lunch/borrel|Salad shrimp|377|Suiker kristal-|Sugar granulated|5,0
NEVO-Online 2021 7.0|3233|Salade garnalen- lunch/borrel|Salad shrimp|2615|Azijn|Vinegar|4,0
NEVO-Online 2021 7.0|3233|Salade garnalen- lunch/borrel|Salad shrimp|3320|Garnalen roze gekookt|Prawns cooked|36,6
NEVO-Online 2021 7.0|3233|Salade garnalen- lunch/borrel|Salad shrimp|3449|Olie koolzaad-/raapzaad-|Oil rapeseed|24,8
NEVO-Online 2021 7.0|3233|Salade garnalen- lunch/borrel|Salad shrimp|3252|Surimi|Surimi|2,0
NEVO-Online 2021 7.0|3233|Salade garnalen- lunch/borrel|Salad shrimp|86|Eidooier kippen- gekookt|Egg yolk chicken boiled|2,0
NEVO-Online 2021 7.0|3233|Salade garnalen- lunch/borrel|Salad shrimp|1885|Water gem|Water av|11,9
NEVO-Online 2021 7.0|3233|Salade garnalen- lunch/borrel|Salad shrimp|1127|Sap citroen- vers|Juice lemon fresh|1,0
NEVO-Online 2021 7.0|3233|Salade garnalen- lunch/borrel|Salad shrimp|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|1,0
NEVO-Online 2021 7.0|3235|Popcorn zoute gepoft z olie|Popcorn salted popped wo oil|630|Popcorn naturel gepoft z olie|Popcorn plain popped wo oil|97,6
NEVO-Online 2021 7.0|3235|Popcorn zoute gepoft z olie|Popcorn salted popped wo oil|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|2,4
NEVO-Online 2021 7.0|3236|Brood stok- wit m kruidenboter kant-en-klaar|Baguette white w herb butter ready made|2793|Brood stok- wit|Baguette white|83,5
NEVO-Online 2021 7.0|3236|Brood stok- wit m kruidenboter kant-en-klaar|Baguette white w herb butter ready made|3241|Boter kruiden-|Herb butter|16,5
NEVO-Online 2021 7.0|3237|Oliebol ongevuld|Doughnut Dutch style plain|317|Olie zonnebloem-|Oil sunflower seed|8,1
NEVO-Online 2021 7.0|3237|Oliebol ongevuld|Doughnut Dutch style plain|220|Bloem tarwe- patent|Flour wheat white|42,3
NEVO-Online 2021 7.0|3237|Oliebol ongevuld|Doughnut Dutch style plain|286|Melk halfvolle|Milk semi-skimmed|42,3
NEVO-Online 2021 7.0|3237|Oliebol ongevuld|Doughnut Dutch style plain|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|4,2
NEVO-Online 2021 7.0|3237|Oliebol ongevuld|Doughnut Dutch style plain|950|Gist vers|Yeast fresh|2,2
NEVO-Online 2021 7.0|3237|Oliebol ongevuld|Doughnut Dutch style plain|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,8
NEVO-Online 2021 7.0|3238|Brownie ongevuld|Brownie wo filling|377|Suiker kristal-|Sugar granulated|38,7
NEVO-Online 2021 7.0|3238|Brownie ongevuld|Brownie wo filling|432|Chocolade puur|Chocolate dark|16,1
NEVO-Online 2021 7.0|3238|Brownie ongevuld|Brownie wo filling|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|16,1
NEVO-Online 2021 7.0|3238|Brownie ongevuld|Brownie wo filling|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|16,1
NEVO-Online 2021 7.0|3238|Brownie ongevuld|Brownie wo filling|220|Bloem tarwe- patent|Flour wheat white|12,9
NEVO-Online 2021 7.0|3238|Brownie ongevuld|Brownie wo filling|841|Zout m toegevoegd jodium|Salt fortified w iodine|0,1
NEVO-Online 2021 7.0|3245|Muisjes gestampte/roze&witte/blauwe&witte|Aniseed comfits crushed/pink&white/blue&white|377|Suiker kristal-|Sugar granulated|85,0
NEVO-Online 2021 7.0|3245|Muisjes gestampte/roze&witte/blauwe&witte|Aniseed comfits crushed/pink&white/blue&white|5156|Anijszaad|Anise seed|15,0
NEVO-Online 2021 7.0|3246|Vlokken chocolade- mix wit en puur|Chocolate flakes mix white and dark|435|Vlokken chocolade- puur|Chocolate flakes dark|50,0
NEVO-Online 2021 7.0|3246|Vlokken chocolade- mix wit en puur|Chocolate flakes mix white and dark|3355|Vlokken chocolade- wit|Chocolate flakes white|50,0
NEVO-Online 2021 7.0|3250|Pasta glutenvrij gekookt Schar|Pasta gluten free cooked Schar|1885|Water gem|Water av|60,0
NEVO-Online 2021 7.0|3250|Pasta glutenvrij gekookt Schar|Pasta gluten free cooked Schar|2271|Pasta glutenvrij rauw Schar|Pasta gluten free raw Schar|40,0
NEVO-Online 2021 7.0|3251|Pasta vezelrijk Honig gekookt|Pasta w fibre Honig cooked|1885|Water gem|Water av|60,0
NEVO-Online 2021 7.0|3251|Pasta vezelrijk Honig gekookt|Pasta w fibre Honig cooked|3191|Pasta vezelrijk Honig rauw|Pasta w fibre Honig raw|40,0
NEVO-Online 2021 7.0|3254|Groente roerbak- champignon gekookt|Vegetables for stir-frying mushroom cooked|966|Courgette gekookt|Courgettes boiled|5,0
NEVO-Online 2021 7.0|3254|Groente roerbak- champignon gekookt|Vegetables for stir-frying mushroom cooked|885|Paprika rode gekookt|Sweet pepper red boiled|4,0
NEVO-Online 2021 7.0|3254|Groente roerbak- champignon gekookt|Vegetables for stir-frying mushroom cooked|72|Wortel gekookt gem|Carrot boiled av|4,0
NEVO-Online 2021 7.0|3254|Groente roerbak- champignon gekookt|Vegetables for stir-frying mushroom cooked|37|Prei gekookt|Leek boiled|34,0
NEVO-Online 2021 7.0|3254|Groente roerbak- champignon gekookt|Vegetables for stir-frying mushroom cooked|20|Champignon gekookt|Mushroom boiled|30,0
NEVO-Online 2021 7.0|3254|Groente roerbak- champignon gekookt|Vegetables for stir-frying mushroom cooked|128|Peterselie vers|Parsley fresh|2,0
NEVO-Online 2021 7.0|3254|Groente roerbak- champignon gekookt|Vegetables for stir-frying mushroom cooked|13|Selderij bleek- gekookt|Celery boiled|2,0
NEVO-Online 2021 7.0|3254|Groente roerbak- champignon gekookt|Vegetables for stir-frying mushroom cooked|64|Ui gekookt|Onions boiled|19,0
NEVO-Online 2021 7.0|3267|Bier Radler|Beer w fruitjuice Radler|1885|Water gem|Water av|50,0
NEVO-Online 2021 7.0|3267|Bier Radler|Beer w fruitjuice Radler|377|Suiker kristal-|Sugar granulated|5,0
NEVO-Online 2021 7.0|3267|Bier Radler|Beer w fruitjuice Radler|390|Bier pils|Beer pilsner|40,0
NEVO-Online 2021 7.0|3267|Bier Radler|Beer w fruitjuice Radler|1127|Sap citroen- vers|Juice lemon fresh|3,0
NEVO-Online 2021 7.0|3267|Bier Radler|Beer w fruitjuice Radler|410|Sap sinaasappel- gepasteuriseerd|Juice orange pasteurized|2,0
NEVO-Online 2021 7.0|3324|Vleeswaren natriumarm|Processed meat products low sodium|1155|Gehakt gebraden (vleeswaar)|Meatloaf (processed meat product)|20,0
NEVO-Online 2021 7.0|3324|Vleeswaren natriumarm|Processed meat products low sodium|785|Ham schouder-|Ham shoulder medium fat boiled|20,0
NEVO-Online 2021 7.0|3324|Vleeswaren natriumarm|Processed meat products low sodium|3001|Kalkoenfilet (vleeswaar)|Turkey (processed meat product)|20,0
NEVO-Online 2021 7.0|3324|Vleeswaren natriumarm|Processed meat products low sodium|2654|Kipfilet (vleeswaar)|Chicken (processed meat product)|20,0
NEVO-Online 2021 7.0|3324|Vleeswaren natriumarm|Processed meat products low sodium|2303|Worst gekookte magere|Sausage cooked lean|20,0
NEVO-Online 2021 7.0|3326|Brood volkoren- fijn m pompoenpitten|Bread wholemeal fine w pumpkin seeds|2811|Brood volkoren- fijn|Bread wholemeal fine|88,1
NEVO-Online 2021 7.0|3326|Brood volkoren- fijn m pompoenpitten|Bread wholemeal fine w pumpkin seeds|2806|Pompoenpitten|Pumpkin seeds|11,9
NEVO-Online 2021 7.0|3327|Brood tarwe/volkoren- gem|Bread brown/wholemeal av|236|Brood tarwe-|Bread brown wheat|50,0
NEVO-Online 2021 7.0|3327|Brood tarwe/volkoren- gem|Bread brown/wholemeal av|246|Brood volkoren- gem v fijn en grof|Bread wholemeal av fine and coarse|50,0
NEVO-Online 2021 7.0|3328|Brood tarwe/volkoren- gem m diverse zaden|Bread brown/wholemeal av w seeds|236|Brood tarwe-|Bread brown wheat|44,0
NEVO-Online 2021 7.0|3328|Brood tarwe/volkoren- gem m diverse zaden|Bread brown/wholemeal av w seeds|246|Brood volkoren- gem v fijn en grof|Bread wholemeal av fine and coarse|44,0
NEVO-Online 2021 7.0|3328|Brood tarwe/volkoren- gem m diverse zaden|Bread brown/wholemeal av w seeds|867|Lijnzaad|Linseeds|4,0
NEVO-Online 2021 7.0|3328|Brood tarwe/volkoren- gem m diverse zaden|Bread brown/wholemeal av w seeds|2806|Pompoenpitten|Pumpkin seeds|4,0
NEVO-Online 2021 7.0|3328|Brood tarwe/volkoren- gem m diverse zaden|Bread brown/wholemeal av w seeds|872|Zonnebloempitten|Sunflower seeds|4,0
NEVO-Online 2021 7.0|3336|Olijven gem in water blik/glas|Olives av in brine tinned/glass|137|Olijven groen in water blik/glas|Olives green in brine tinned/glass|50,0
NEVO-Online 2021 7.0|3336|Olijven gem in water blik/glas|Olives av in brine tinned/glass|3221|Olijven zwart in water blik/glas|Olives ripe in brine tinned/glass|50,0
NEVO-Online 2021 7.0|3343|Saus chili-|Sauce chilli|884|Paprika rode rauw|Sweet pepper red raw|9,0
NEVO-Online 2021 7.0|3343|Saus chili-|Sauce chilli|2524|Peper Spaanse rauw|Chili pepper raw|9,0
NEVO-Online 2021 7.0|3343|Saus chili-|Sauce chilli|1885|Water gem|Water av|40,9
NEVO-Online 2021 7.0|3343|Saus chili-|Sauce chilli|377|Suiker kristal-|Sugar granulated|33,4
NEVO-Online 2021 7.0|3343|Saus chili-|Sauce chilli|215|Maizena|Cornstarch|2,3
NEVO-Online 2021 7.0|3343|Saus chili-|Sauce chilli|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|2,3
NEVO-Online 2021 7.0|3343|Saus chili-|Sauce chilli|830|Knoflook rauw|Garlic raw|1,5
NEVO-Online 2021 7.0|3343|Saus chili-|Sauce chilli|63|Ui rauw|Onions raw|1,5
NEVO-Online 2021 7.0|3349|Saus bolognese- kant-en-klaar glas|Sauce bolognese ready made jar|64|Ui gekookt|Onions boiled|6,8
NEVO-Online 2021 7.0|3349|Saus bolognese- kant-en-klaar glas|Sauce bolognese ready made jar|72|Wortel gekookt gem|Carrot boiled av|6,8
NEVO-Online 2021 7.0|3349|Saus bolognese- kant-en-klaar glas|Sauce bolognese ready made jar|2735|Tomaat gekookt gem|Tomato av boiled|45,6
NEVO-Online 2021 7.0|3349|Saus bolognese- kant-en-klaar glas|Sauce bolognese ready made jar|1555|Gehakt varkens- gebakken|Minced pork prepared|3,9
